user_id,age,gender,city,city_tier,preferred_platform,activity_level,monthly_txn_frequency,device_type,registration_date
USR008426,28,Male,Agra,Tier2,WhatsApp Pay,Low,5,Android,2019-02-18
USR008427,23,Male,Hyderabad,Tier1,Google Pay,High,34,Android,2019-05-31
USR008428,63,Female,Lucknow,Tier2,Google Pay,High,26,Android,2020-07-19
USR008429,28,Male,Agra,Tier2,Paytm,Medium,20,Android,2021-07-10
USR008430,23,Male,Nagpur,Tier2,Amazon Pay,Medium,9,Android,2019-03-14
USR008431,25,Female,Guwahati,Tier3,Paytm,Low,5,Android,2022-12-21
USR008432,37,Female,Nagpur,Tier2,Google Pay,Medium,9,iOS,2022-04-01
USR008433,20,Male,Chennai,Tier1,PhonePe,Medium,10,Android,2019-02-11
USR008434,49,Female,Jabalpur,Tier3,Paytm,High,25,iOS,2019-06-24
USR008435,59,Female,Ranchi,Tier2,Google Pay,Medium,10,iOS,2022-02-05
USR008436,26,Male,Indore,Tier2,Google Pay,High,39,Android,2020-05-14
USR008437,32,Male,Bangalore,Tier1,CRED,High,41,Android,2022-07-18
USR008438,19,Male,Mumbai,Tier1,PhonePe,Low,2,iOS,2019-09-25
USR008439,39,Female,Noida,Tier3,Amazon Pay,High,50,Android,2021-08-16
USR008440,31,Female,Chennai,Tier1,Amazon Pay,Power,93,Android,2019-09-21
USR008441,27,Male,Visakhapatnam,Tier2,Google Pay,Medium,14,Web,2019-05-20
USR008442,25,Female,Meerut,Tier3,Google Pay,Medium,18,Android,2020-07-05
USR008443,39,Male,Ahmedabad,Tier1,Google Pay,Power,119,Android,2020-10-02
USR008444,31,Female,Aligarh,Tier3,Google Pay,Medium,16,Android,2020-03-15
USR008445,24,Female,Mysore,Tier3,WhatsApp Pay,High,47,Android,2020-10-15
USR008446,41,Female,Agra,Tier2,PhonePe,Power,101,Android,2021-10-24
USR008447,36,Female,Chennai,Tier1,PhonePe,High,26,Android,2020-10-12
USR008448,49,Male,Bangalore,Tier1,Google Pay,Medium,12,Android,2022-11-25
USR008449,23,Male,Visakhapatnam,Tier2,Paytm,High,40,Web,2019-02-25
USR008450,45,Male,Bhopal,Tier2,PhonePe,Medium,17,Android,2021-10-06
USR008451,40,Female,Hyderabad,Tier1,Paytm,High,46,iOS,2021-06-19
USR008452,23,Female,Kolkata,Tier1,Google Pay,Medium,10,Android,2019-06-17
USR008453,41,Male,Pune,Tier1,PhonePe,Medium,15,Android,2019-10-27
USR008454,32,Female,Kolkata,Tier1,Paytm,Low,1,Android,2021-03-09
USR008455,57,Female,Bhopal,Tier2,PhonePe,Medium,17,Android,2021-09-13
USR008456,23,Female,Gorakhpur,Tier3,Paytm,Power,132,Android,2022-09-10
USR008457,39,Female,Jabalpur,Tier3,PhonePe,Medium,12,Android,2021-05-06
USR008458,30,Female,Nashik,Tier2,Google Pay,Medium,14,Android,2021-07-27
USR008459,58,Male,Indore,Tier2,Google Pay,Medium,6,Android,2019-10-04
USR008460,29,Female,Bangalore,Tier1,Google Pay,Medium,12,Android,2021-03-13
USR008461,59,Male,Bangalore,Tier1,PhonePe,Medium,12,Android,2020-06-11
USR008462,51,Female,Madurai,Tier2,Google Pay,High,42,iOS,2021-06-27
USR008463,27,Male,Aligarh,Tier3,CRED,Low,2,Android,2020-09-02
USR008464,46,Female,Nagpur,Tier2,WhatsApp Pay,Medium,19,Android,2019-06-04
USR008465,64,Male,Nagpur,Tier2,CRED,High,40,Android,2019-05-20
USR008466,27,Male,Patna,Tier2,Google Pay,Low,1,iOS,2022-12-16
USR008467,32,Male,Mumbai,Tier1,Google Pay,Power,83,Android,2022-03-26
USR008468,35,Male,Bhopal,Tier2,PhonePe,High,29,Android,2021-05-27
USR008469,28,Male,Bangalore,Tier1,Amazon Pay,High,34,iOS,2021-05-30
USR008470,18,Male,Pune,Tier1,Google Pay,Medium,17,iOS,2020-06-22
USR008471,26,Male,Chennai,Tier1,PhonePe,Medium,9,iOS,2019-01-20
USR008472,27,Male,Jaipur,Tier2,PhonePe,Medium,10,Android,2019-10-12
USR008473,32,Male,Bangalore,Tier1,PhonePe,High,36,Android,2022-11-11
USR008474,24,Female,Gorakhpur,Tier3,Google Pay,Medium,12,Android,2022-05-13
USR008475,49,Male,Surat,Tier2,PhonePe,Medium,7,Android,2021-11-04
USR008476,41,Male,Visakhapatnam,Tier2,Google Pay,Medium,14,Android,2022-11-07
USR008477,21,Male,Varanasi,Tier3,Paytm,Medium,14,Android,2022-09-22
USR008478,39,Female,Nagpur,Tier2,CRED,High,22,Android,2020-06-16
USR008479,39,Male,Aligarh,Tier3,Google Pay,Low,3,Android,2022-12-03
USR008480,58,Female,Coimbatore,Tier2,PhonePe,Low,2,iOS,2022-01-31
USR008481,18,Female,Bikaner,Tier3,PhonePe,Medium,15,Android,2019-05-30
USR008482,26,Female,Mumbai,Tier1,Google Pay,Medium,18,Android,2020-06-05
USR008483,54,Male,Bareilly,Tier3,PhonePe,Power,144,Android,2020-09-08
USR008484,55,Male,Tiruchirappalli,Tier3,PhonePe,Medium,8,iOS,2021-04-10
USR008485,42,Female,Ahmedabad,Tier1,Google Pay,High,26,Android,2021-03-21
USR008486,44,Female,Pune,Tier1,PhonePe,Medium,6,Android,2022-10-08
USR008487,22,Male,Nagpur,Tier2,PhonePe,Power,150,iOS,2021-02-03
USR008488,35,Male,Ghaziabad,Tier3,PhonePe,Medium,8,Android,2020-10-28
USR008489,26,Male,Chennai,Tier1,PhonePe,Medium,13,Android,2021-07-19
USR008490,25,Male,Kolkata,Tier1,PhonePe,Medium,10,Android,2021-01-10
USR008491,46,Male,Agra,Tier2,Google Pay,High,43,Android,2022-04-23
USR008492,23,Female,Surat,Tier2,Paytm,High,37,Android,2020-11-18
USR008493,33,Female,Bangalore,Tier1,PhonePe,Medium,18,Android,2022-08-16
USR008494,56,Male,Chandigarh,Tier3,Paytm,Low,2,Android,2021-02-07
USR008495,25,Female,Kolkata,Tier1,PhonePe,Medium,15,Android,2022-04-14
USR008496,61,Female,Bangalore,Tier1,Google Pay,High,22,iOS,2021-05-03
USR008497,64,Male,Jaipur,Tier2,Google Pay,Medium,14,Android,2020-01-08
USR008498,36,Female,Mumbai,Tier1,Google Pay,Low,4,Web,2019-03-24
USR008499,24,Female,Madurai,Tier2,CRED,Medium,10,Android,2020-06-22
USR008500,28,Female,Gorakhpur,Tier3,Paytm,High,29,Android,2021-03-13
USR008501,32,Male,Nashik,Tier2,PhonePe,High,26,Android,2020-04-27
USR008502,28,Male,Gorakhpur,Tier3,PhonePe,Medium,7,Android,2022-06-29
USR008503,27,Male,Jodhpur,Tier3,PhonePe,Medium,7,iOS,2022-06-17
USR008504,61,Male,Gorakhpur,Tier3,Paytm,Low,4,Android,2019-12-04
USR008505,24,Male,Allahabad,Tier3,Google Pay,Medium,12,Android,2019-05-29
USR008506,43,Female,Kolkata,Tier1,Amazon Pay,Medium,20,Android,2022-12-26
USR008507,18,Male,Tiruchirappalli,Tier3,Google Pay,Medium,9,Android,2019-06-21
USR008508,37,Male,Pune,Tier1,Google Pay,Medium,19,Android,2020-11-14
USR008509,53,Female,Visakhapatnam,Tier2,WhatsApp Pay,Medium,6,Android,2019-11-20
USR008510,28,Male,Pune,Tier1,Paytm,High,22,iOS,2020-05-31
USR008511,25,Female,Rajkot,Tier3,Paytm,Low,3,Android,2020-03-09
USR008512,39,Female,Vadodara,Tier2,PhonePe,Medium,16,Android,2021-02-04
USR008513,42,Female,Delhi,Tier1,PhonePe,High,35,iOS,2021-02-20
USR008514,41,Male,Madurai,Tier2,WhatsApp Pay,High,42,Android,2022-02-26
USR008515,28,Female,Lucknow,Tier2,Paytm,Medium,19,Android,2022-02-08
USR008516,27,Male,Nagpur,Tier2,PhonePe,Power,103,iOS,2022-10-07
USR008517,58,Male,Lucknow,Tier2,PhonePe,High,34,Android,2022-03-19
USR008518,54,Female,Ghaziabad,Tier3,PhonePe,High,33,Android,2022-04-29
USR008519,33,Female,Guwahati,Tier3,PhonePe,Medium,6,Android,2021-03-25
USR008520,48,Male,Bangalore,Tier1,Google Pay,Low,3,Android,2022-04-25
USR008521,32,Female,Faridabad,Tier3,Google Pay,Medium,8,Android,2021-02-06
USR008522,31,Male,Hyderabad,Tier1,Paytm,Medium,6,Android,2021-05-23
USR008523,24,Male,Patna,Tier2,PhonePe,Medium,13,Android,2019-04-20
USR008524,32,Female,Mumbai,Tier1,CRED,Medium,19,Android,2022-03-04
USR008525,35,Male,Delhi,Tier1,Paytm,High,33,iOS,2022-06-04
USR008526,19,Female,Lucknow,Tier2,Paytm,Power,55,Android,2019-09-10
USR008527,32,Male,Jabalpur,Tier3,Google Pay,High,39,Android,2020-05-13
USR008528,45,Male,Hyderabad,Tier1,PhonePe,Medium,9,iOS,2021-04-03
USR008529,40,Female,Pune,Tier1,Google Pay,Medium,7,Android,2020-10-15
USR008530,39,Female,Noida,Tier3,Paytm,Power,107,Android,2019-04-05
USR008531,52,Male,Nagpur,Tier2,Paytm,High,38,Android,2022-06-28
USR008532,18,Female,Bikaner,Tier3,PhonePe,Medium,18,Android,2022-11-14
USR008533,36,Male,Nagpur,Tier2,PhonePe,High,26,Android,2020-08-24
USR008534,45,Female,Bangalore,Tier1,PhonePe,High,43,iOS,2021-10-31
USR008535,36,Male,Agra,Tier2,Paytm,Medium,11,Android,2020-11-22
USR008536,29,Female,Chandigarh,Tier3,Amazon Pay,Medium,8,Android,2019-05-02
USR008537,23,Female,Allahabad,Tier3,PhonePe,High,27,Android,2019-03-04
USR008538,50,Female,Gorakhpur,Tier3,WhatsApp Pay,High,44,Android,2020-01-26
USR008539,33,Female,Surat,Tier2,Paytm,High,38,Android,2019-01-28
USR008540,50,Male,Amritsar,Tier3,PhonePe,High,39,iOS,2020-11-24
USR008541,37,Male,Hyderabad,Tier1,Google Pay,Low,2,Android,2021-12-22
USR008542,40,Male,Chandigarh,Tier3,PhonePe,Medium,20,Android,2019-09-25
USR008543,46,Female,Visakhapatnam,Tier2,PhonePe,Medium,7,Android,2022-06-08
USR008544,40,Male,Mumbai,Tier1,PhonePe,Low,1,Android,2021-12-09
USR008545,31,Female,Surat,Tier2,PhonePe,High,33,Android,2022-01-28
USR008546,35,Female,Patna,Tier2,Google Pay,Power,118,Android,2020-12-25
USR008547,46,Male,Surat,Tier2,Paytm,High,32,iOS,2019-05-08
USR008548,30,Male,Hyderabad,Tier1,CRED,High,49,Android,2019-10-17
USR008549,30,Female,Nashik,Tier2,PhonePe,Low,1,Android,2019-02-14
USR008550,22,Female,Bhopal,Tier2,Paytm,Power,72,iOS,2020-10-08
USR008551,53,Female,Lucknow,Tier2,PhonePe,Medium,17,Web,2019-12-01
USR008552,22,Female,Madurai,Tier2,Google Pay,High,33,iOS,2019-04-21
USR008553,39,Male,Delhi,Tier1,PhonePe,Medium,12,Android,2022-07-05
USR008554,31,Female,Chennai,Tier1,PhonePe,High,40,Android,2020-03-04
USR008555,31,Female,Chennai,Tier1,Paytm,High,33,Android,2020-08-10
USR008556,40,Male,Pune,Tier1,Google Pay,Low,4,iOS,2022-05-26
USR008557,21,Male,Bangalore,Tier1,Amazon Pay,Medium,9,Android,2019-06-24
USR008558,37,Male,Bareilly,Tier3,Google Pay,Power,86,Android,2020-07-11
USR008559,45,Male,Jabalpur,Tier3,Google Pay,Medium,14,Android,2021-05-30
USR008560,47,Male,Hyderabad,Tier1,WhatsApp Pay,Medium,20,Android,2021-08-05
USR008561,24,Female,Guwahati,Tier3,CRED,Power,104,Android,2019-10-30
USR008562,50,Female,Ranchi,Tier2,Amazon Pay,Medium,6,Android,2019-07-18
USR008563,40,Male,Kanpur,Tier2,CRED,High,45,Web,2021-04-15
USR008564,50,Female,Bangalore,Tier1,Google Pay,Medium,18,Android,2022-07-08
USR008565,34,Female,Patna,Tier2,WhatsApp Pay,Medium,7,iOS,2020-11-03
USR008566,36,Male,Meerut,Tier3,PhonePe,Low,4,Android,2020-10-31
USR008567,53,Female,Nashik,Tier2,Google Pay,High,44,Web,2022-09-11
USR008568,51,Male,Mumbai,Tier1,Google Pay,Medium,8,Android,2019-08-11
USR008569,32,Female,Pune,Tier1,Google Pay,High,30,Android,2020-02-28
USR008570,27,Female,Visakhapatnam,Tier2,CRED,Medium,7,Android,2020-09-16
USR008571,30,Male,Coimbatore,Tier2,Google Pay,Low,4,Android,2019-04-13
USR008572,30,Female,Aligarh,Tier3,Google Pay,Medium,20,Android,2019-01-22
USR008573,27,Male,Bangalore,Tier1,Google Pay,Low,5,iOS,2019-10-12
USR008574,27,Female,Tiruchirappalli,Tier3,PhonePe,Medium,18,iOS,2020-12-20
USR008575,49,Female,Vadodara,Tier2,PhonePe,High,44,Android,2019-03-14
USR008576,21,Male,Nashik,Tier2,Google Pay,Power,119,Android,2019-12-08
USR008577,40,Male,Pune,Tier1,CRED,High,49,Web,2020-10-18
USR008578,24,Female,Patna,Tier2,PhonePe,Medium,15,iOS,2020-03-03
USR008579,29,Female,Aurangabad,Tier3,Google Pay,Medium,11,Android,2021-11-23
USR008580,20,Female,Ghaziabad,Tier3,Google Pay,Medium,9,Web,2022-11-07
USR008581,27,Other,Delhi,Tier1,Google Pay,High,48,Web,2019-04-09
USR008582,44,Male,Kolkata,Tier1,Paytm,High,46,Android,2020-10-28
USR008583,50,Male,Mumbai,Tier1,Google Pay,Low,1,Android,2021-03-30
USR008584,26,Male,Bareilly,Tier3,Google Pay,High,42,iOS,2019-03-30
USR008585,33,Male,Bhopal,Tier2,CRED,Low,1,Android,2022-02-19
USR008586,33,Male,Jodhpur,Tier3,Paytm,High,29,Android,2022-08-01
USR008587,49,Female,Ranchi,Tier2,PhonePe,Low,3,Android,2021-01-30
USR008588,44,Female,Pune,Tier1,PhonePe,Low,4,Android,2021-10-05
USR008589,35,Male,Jodhpur,Tier3,CRED,Medium,11,Android,2021-05-07
USR008590,40,Female,Madurai,Tier2,PhonePe,High,33,Android,2020-03-16
USR008591,48,Male,Lucknow,Tier2,PhonePe,Power,111,iOS,2020-08-23
USR008592,18,Female,Mumbai,Tier1,Paytm,Low,1,Android,2022-09-12
USR008593,31,Female,Jaipur,Tier2,Paytm,Medium,13,Android,2021-01-31
USR008594,52,Female,Tiruchirappalli,Tier3,Google Pay,High,36,Android,2022-02-01
USR008595,43,Male,Mumbai,Tier1,Google Pay,High,37,Web,2019-04-09
USR008596,36,Female,Kanpur,Tier2,PhonePe,Low,5,Android,2019-12-10
USR008597,35,Female,Ghaziabad,Tier3,PhonePe,Low,3,iOS,2019-02-19
USR008598,29,Female,Jodhpur,Tier3,Paytm,Medium,11,iOS,2021-02-10
USR008599,35,Male,Surat,Tier2,Paytm,High,40,Android,2021-11-22
USR008600,40,Female,Ghaziabad,Tier3,Google Pay,Medium,6,Web,2019-04-21
USR008601,31,Male,Mysore,Tier3,Google Pay,Low,4,iOS,2022-09-15
USR008602,42,Male,Ahmedabad,Tier1,PhonePe,High,46,Android,2019-03-05
USR008603,49,Male,Ranchi,Tier2,Google Pay,Low,3,Android,2020-12-17
USR008604,24,Female,Guwahati,Tier3,Google Pay,Low,5,Android,2021-10-25
USR008605,32,Male,Visakhapatnam,Tier2,Google Pay,Low,4,iOS,2020-09-09
USR008606,31,Female,Bhopal,Tier2,PhonePe,Low,1,Android,2021-10-09
USR008607,41,Male,Mumbai,Tier1,CRED,Medium,16,Web,2022-10-13
USR008608,26,Female,Bangalore,Tier1,Google Pay,Medium,9,Android,2021-07-13
USR008609,39,Female,Bhopal,Tier2,Google Pay,Low,1,Android,2021-05-09
USR008610,49,Male,Bhopal,Tier2,Paytm,Medium,11,Android,2019-11-30
USR008611,31,Male,Patna,Tier2,PhonePe,Medium,19,iOS,2020-09-13
USR008612,52,Female,Bhopal,Tier2,Paytm,Medium,6,Android,2020-04-30
USR008613,64,Female,Kanpur,Tier2,Paytm,Medium,16,Android,2022-04-28
USR008614,22,Male,Bareilly,Tier3,PhonePe,Low,2,Android,2022-07-26
USR008615,26,Female,Bhopal,Tier2,PhonePe,Medium,9,Android,2022-09-20
USR008616,58,Female,Delhi,Tier1,WhatsApp Pay,Low,4,Android,2022-11-28
USR008617,59,Female,Chennai,Tier1,PhonePe,High,35,Android,2020-03-18
USR008618,22,Male,Bangalore,Tier1,PhonePe,High,39,iOS,2019-10-08
USR008619,18,Male,Noida,Tier3,PhonePe,Power,118,Android,2022-12-08
USR008620,24,Male,Bangalore,Tier1,Google Pay,Medium,20,Android,2022-02-22
USR008621,64,Male,Madurai,Tier2,PhonePe,High,28,Android,2019-05-19
USR008622,25,Male,Hyderabad,Tier1,PhonePe,High,42,Android,2019-06-10
USR008623,34,Female,Pune,Tier1,Paytm,High,31,Android,2022-09-01
USR008624,48,Male,Surat,Tier2,Google Pay,Low,3,Android,2020-03-28
USR008625,18,Male,Pune,Tier1,Amazon Pay,Medium,6,Android,2021-05-09
USR008626,38,Male,Chennai,Tier1,Google Pay,Low,5,Web,2019-12-28
USR008627,27,Male,Jaipur,Tier2,Paytm,Low,1,Android,2020-05-14
USR008628,49,Female,Delhi,Tier1,Google Pay,Low,4,iOS,2022-01-11
USR008629,27,Other,Ranchi,Tier2,Paytm,Medium,12,Android,2019-04-04
USR008630,41,Female,Bangalore,Tier1,Google Pay,Medium,16,iOS,2020-01-25
USR008631,40,Male,Pune,Tier1,Google Pay,Medium,19,Android,2021-10-29
USR008632,26,Female,Ahmedabad,Tier1,Paytm,Low,4,Android,2022-07-01
USR008633,19,Female,Visakhapatnam,Tier2,Google Pay,Medium,18,Android,2022-09-05
USR008634,31,Male,Surat,Tier2,PhonePe,Medium,20,iOS,2019-12-02
USR008635,28,Female,Mumbai,Tier1,Google Pay,Low,4,Android,2019-11-16
USR008636,46,Female,Nagpur,Tier2,CRED,High,44,Android,2019-10-19
USR008637,46,Male,Chandigarh,Tier3,PhonePe,Power,87,Android,2019-09-04
USR008638,33,Female,Mumbai,Tier1,Google Pay,Medium,11,Android,2019-05-03
USR008639,38,Male,Mumbai,Tier1,Google Pay,High,45,Android,2020-01-21
USR008640,38,Female,Nashik,Tier2,Google Pay,Medium,11,Android,2019-10-31
USR008641,47,Male,Aurangabad,Tier3,CRED,Low,5,iOS,2020-12-22
USR008642,32,Male,Coimbatore,Tier2,PhonePe,High,26,Android,2020-11-08
USR008643,27,Male,Agra,Tier2,Google Pay,High,24,Android,2020-06-15
USR008644,27,Female,Jaipur,Tier2,WhatsApp Pay,High,34,Web,2022-01-22
USR008645,35,Male,Indore,Tier2,Google Pay,Low,1,Android,2021-02-19
USR008646,32,Male,Jabalpur,Tier3,Paytm,High,28,Android,2022-08-09
USR008647,32,Male,Lucknow,Tier2,PhonePe,High,29,Android,2021-11-06
USR008648,22,Female,Bangalore,Tier1,Google Pay,Low,4,Android,2021-04-21
USR008649,42,Male,Patna,Tier2,PhonePe,High,32,Android,2021-01-12
USR008650,25,Male,Chennai,Tier1,PhonePe,Medium,16,Android,2022-09-13
USR008651,25,Female,Lucknow,Tier2,PhonePe,Medium,20,iOS,2021-01-02
USR008652,31,Male,Meerut,Tier3,Paytm,Medium,9,Android,2022-11-20
USR008653,26,Female,Gorakhpur,Tier3,Google Pay,High,21,Android,2019-04-25
USR008654,37,Female,Ranchi,Tier2,PhonePe,Medium,13,iOS,2020-08-04
USR008655,30,Male,Coimbatore,Tier2,Paytm,Power,63,Android,2020-02-13
USR008656,32,Female,Lucknow,Tier2,PhonePe,High,47,Web,2019-08-29
USR008657,35,Female,Pune,Tier1,Google Pay,Power,140,Android,2020-02-14
USR008658,25,Female,Noida,Tier3,Paytm,Medium,15,Android,2019-03-29
USR008659,24,Male,Pune,Tier1,Google Pay,Low,2,Android,2019-10-18
USR008660,50,Female,Hyderabad,Tier1,CRED,Medium,9,Web,2020-04-28
USR008661,32,Female,Mumbai,Tier1,Google Pay,Low,4,Android,2022-07-20
USR008662,31,Female,Delhi,Tier1,PhonePe,Medium,9,iOS,2020-01-03
USR008663,19,Female,Chennai,Tier1,Google Pay,Medium,16,Android,2021-06-11
USR008664,34,Female,Jodhpur,Tier3,CRED,Medium,10,Android,2022-05-25
USR008665,36,Male,Visakhapatnam,Tier2,PhonePe,Medium,19,Android,2019-02-25
USR008666,36,Male,Ahmedabad,Tier1,Paytm,Low,2,Web,2019-11-11
USR008667,42,Male,Rajkot,Tier3,PhonePe,High,50,Android,2019-04-29
USR008668,24,Male,Agra,Tier2,CRED,Low,4,iOS,2019-06-15
USR008669,27,Male,Lucknow,Tier2,CRED,Medium,19,Android,2022-11-10
USR008670,46,Female,Rajkot,Tier3,Paytm,Power,76,Android,2021-12-19
USR008671,57,Female,Madurai,Tier2,Google Pay,Medium,14,Android,2019-08-17
USR008672,23,Female,Kolkata,Tier1,WhatsApp Pay,Medium,17,Android,2020-10-27
USR008673,34,Female,Mysore,Tier3,PhonePe,Medium,18,Android,2019-02-04
USR008674,25,Male,Hyderabad,Tier1,Google Pay,Medium,11,iOS,2021-05-18
USR008675,20,Female,Jabalpur,Tier3,WhatsApp Pay,High,42,Android,2022-04-25
USR008676,29,Male,Kolkata,Tier1,PhonePe,Medium,7,Android,2020-11-22
USR008677,23,Male,Vadodara,Tier2,Google Pay,High,37,Android,2022-09-02
USR008678,42,Female,Indore,Tier2,Google Pay,Low,4,Android,2020-05-23
USR008679,35,Male,Kolkata,Tier1,PhonePe,High,27,Android,2021-12-15
USR008680,23,Female,Noida,Tier3,WhatsApp Pay,High,29,Android,2022-07-31
USR008681,18,Female,Bhopal,Tier2,Paytm,Medium,11,iOS,2020-06-22
USR008682,46,Male,Aligarh,Tier3,Paytm,Low,1,Android,2021-11-21
USR008683,24,Female,Delhi,Tier1,Google Pay,Medium,10,Android,2019-12-21
USR008684,38,Male,Ahmedabad,Tier1,PhonePe,Medium,12,Web,2019-02-27
USR008685,29,Male,Nashik,Tier2,PhonePe,Power,74,Android,2022-07-27
USR008686,37,Male,Bangalore,Tier1,CRED,Medium,17,Android,2022-11-11
USR008687,28,Female,Ahmedabad,Tier1,CRED,Low,3,Web,2022-01-14
USR008688,22,Male,Pune,Tier1,PhonePe,Medium,16,Android,2019-06-26
USR008689,26,Male,Guwahati,Tier3,PhonePe,High,26,Android,2021-09-16
USR008690,25,Male,Delhi,Tier1,Google Pay,Medium,14,Android,2021-09-15
USR008691,32,Female,Visakhapatnam,Tier2,PhonePe,Low,5,Android,2019-06-24
USR008692,40,Male,Gorakhpur,Tier3,PhonePe,High,49,Android,2020-03-05
USR008693,27,Male,Nagpur,Tier2,WhatsApp Pay,Low,5,Android,2022-09-17
USR008694,18,Female,Kanpur,Tier2,CRED,Low,4,Web,2022-09-21
USR008695,35,Male,Hyderabad,Tier1,Paytm,Power,69,Android,2021-10-23
USR008696,38,Male,Lucknow,Tier2,WhatsApp Pay,High,47,Android,2022-01-07
USR008697,59,Female,Bareilly,Tier3,PhonePe,Low,4,iOS,2022-09-11
USR008698,37,Other,Madurai,Tier2,Google Pay,Low,5,Android,2022-09-17
USR008699,33,Male,Pune,Tier1,PhonePe,High,43,iOS,2022-12-05
USR008700,37,Male,Bareilly,Tier3,Google Pay,Low,2,iOS,2022-12-02
USR008701,54,Male,Pune,Tier1,Google Pay,Low,1,Android,2020-11-19
USR008702,47,Female,Bikaner,Tier3,Paytm,High,35,Android,2019-03-29
USR008703,28,Female,Kolkata,Tier1,PhonePe,Medium,17,Android,2022-06-23
USR008704,26,Female,Agra,Tier2,Paytm,Low,5,iOS,2019-07-22
USR008705,27,Male,Bangalore,Tier1,PhonePe,High,47,Android,2021-12-08
USR008706,34,Male,Delhi,Tier1,Paytm,Medium,10,Android,2022-11-29
USR008707,43,Male,Aligarh,Tier3,PhonePe,High,39,Android,2020-01-30
USR008708,34,Female,Delhi,Tier1,Google Pay,Power,135,iOS,2022-06-29
USR008709,21,Male,Kanpur,Tier2,PhonePe,Power,82,Android,2021-07-19
USR008710,42,Male,Surat,Tier2,PhonePe,High,32,Web,2021-10-23
USR008711,46,Other,Faridabad,Tier3,CRED,Power,59,Android,2021-01-06
USR008712,28,Female,Ranchi,Tier2,PhonePe,Low,3,Android,2019-02-19
USR008713,40,Female,Pune,Tier1,Google Pay,Medium,15,Android,2019-04-10
USR008714,32,Male,Bhopal,Tier2,Paytm,Low,2,iOS,2019-11-02
USR008715,50,Female,Delhi,Tier1,PhonePe,Low,4,Android,2019-10-01
USR008716,48,Female,Kolkata,Tier1,CRED,Medium,15,iOS,2022-01-09
USR008717,35,Female,Visakhapatnam,Tier2,CRED,High,47,Web,2020-02-05
USR008718,41,Male,Agra,Tier2,Google Pay,High,41,Android,2020-02-28
USR008719,50,Female,Patna,Tier2,PhonePe,Medium,6,Web,2021-03-03
USR008720,34,Male,Nashik,Tier2,Paytm,Medium,12,Android,2020-12-03
USR008721,28,Male,Jaipur,Tier2,Amazon Pay,High,46,iOS,2022-12-01
USR008722,44,Male,Surat,Tier2,WhatsApp Pay,Medium,6,iOS,2022-08-14
USR008723,26,Female,Bangalore,Tier1,WhatsApp Pay,High,50,iOS,2022-06-08
USR008724,30,Female,Gorakhpur,Tier3,CRED,Low,4,Android,2019-01-15
USR008725,49,Female,Bhopal,Tier2,CRED,Medium,14,Android,2021-08-27
USR008726,42,Other,Bareilly,Tier3,PhonePe,Medium,19,Android,2021-01-21
USR008727,31,Female,Meerut,Tier3,CRED,Medium,17,Android,2019-12-14
USR008728,25,Male,Bikaner,Tier3,Amazon Pay,Medium,6,Android,2020-12-05
USR008729,29,Male,Delhi,Tier1,CRED,Power,73,Android,2020-11-19
USR008730,27,Female,Pune,Tier1,PhonePe,High,50,Android,2019-08-23
USR008731,24,Female,Mumbai,Tier1,Paytm,Medium,19,Android,2022-03-28
USR008732,43,Male,Hyderabad,Tier1,Amazon Pay,Medium,20,Android,2019-01-26
USR008733,27,Male,Bhopal,Tier2,PhonePe,Low,1,Android,2020-12-09
USR008734,33,Female,Gorakhpur,Tier3,Google Pay,Low,3,Android,2019-11-29
USR008735,30,Male,Ahmedabad,Tier1,Paytm,High,21,Android,2022-05-01
USR008736,62,Female,Surat,Tier2,PhonePe,High,31,Android,2019-06-11
USR008737,30,Male,Bangalore,Tier1,Paytm,High,35,Android,2021-03-25
USR008738,21,Female,Nashik,Tier2,Paytm,Medium,14,Android,2020-03-22
USR008739,22,Female,Chennai,Tier1,PhonePe,High,29,iOS,2022-07-09
USR008740,37,Female,Bikaner,Tier3,PhonePe,Medium,16,Android,2019-09-20
USR008741,38,Male,Nagpur,Tier2,PhonePe,Power,149,Web,2019-11-01
USR008742,31,Male,Ghaziabad,Tier3,PhonePe,High,47,Android,2020-05-22
USR008743,32,Female,Kolkata,Tier1,PhonePe,Medium,9,Android,2019-09-16
USR008744,20,Male,Kolkata,Tier1,PhonePe,Low,5,Android,2021-11-19
USR008745,35,Male,Chennai,Tier1,Google Pay,Medium,10,Android,2021-10-21
USR008746,34,Male,Jabalpur,Tier3,PhonePe,High,41,Web,2019-12-25
USR008747,24,Female,Madurai,Tier2,Google Pay,Low,1,Android,2019-06-26
USR008748,22,Female,Kolkata,Tier1,PhonePe,Low,2,iOS,2020-07-31
USR008749,23,Male,Aligarh,Tier3,Google Pay,Medium,15,iOS,2019-06-27
USR008750,22,Female,Mysore,Tier3,Google Pay,High,41,Web,2019-12-05
USR008751,38,Female,Kanpur,Tier2,WhatsApp Pay,Low,1,iOS,2020-03-26
USR008752,25,Female,Mumbai,Tier1,PhonePe,Power,65,Web,2020-10-31
USR008753,26,Female,Ahmedabad,Tier1,Google Pay,Medium,7,Android,2022-07-17
USR008754,24,Female,Jaipur,Tier2,Paytm,High,44,Android,2020-04-05
USR008755,59,Female,Jabalpur,Tier3,Google Pay,Medium,6,Android,2020-09-21
