user_id,total_txns,total_spend,avg_txn_amount,max_txn_amount,unique_merchants,unique_categories,unique_platforms,failed_txns,fraud_txns,cross_city_txns,festival_txns,failure_rate,cross_city_rate,festival_txn_rate,avg_spend_per_day,evening_txns,night_txns,weekend_txns,morning_txns,food_txns,p2p_txns,investment_txns,ecom_txns,travel_txns,qr_txns,upi_id_txns,platform_loyalty_rate,evening_ratio,night_ratio,weekend_ratio,food_ratio,p2p_ratio,investment_ratio,ecom_ratio,travel_ratio,qr_ratio,segment,segment_name,pca1,pca2
USR007382,66,172255.16,2609.9266666666667,22647.14,64,17,3,3,0,64,16,4.55,96.97,24.24,235.97,24,3,17,17,12,7,1,7,1,20,28,0.8787878787878788,0.3636,0.0455,0.2576,0.1818,0.1061,0.0152,0.1061,0.0152,0.303,2,Loyal Digital Users,0.6825245040974075,-0.3028979642225872
USR007383,43,147065.51,3420.128139534884,34545.93,43,16,4,1,0,41,14,2.33,95.35,32.56,201.46,13,1,10,9,4,4,1,3,0,17,18,0.8837209302325582,0.3023,0.0233,0.2326,0.093,0.093,0.0233,0.0698,0.0,0.3953,2,Loyal Digital Users,-0.048543879470428354,-0.9701174752918778
USR007384,48,145909.32,3039.7775,22740.23,48,16,5,3,0,47,18,6.25,97.92,37.5,199.88,16,2,14,11,6,2,2,6,1,19,17,0.7291666666666666,0.3333,0.0417,0.2917,0.125,0.0417,0.0417,0.125,0.0208,0.3958,0,Active Everyday Users,0.12644863144574797,1.694734103555604
USR007385,61,268729.07,4405.394590163935,46439.97,58,18,4,6,0,59,23,9.84,96.72,37.7,368.12,15,2,20,17,5,2,3,8,3,17,29,0.8360655737704918,0.2459,0.0328,0.3279,0.082,0.0328,0.0492,0.1311,0.0492,0.2787,3,Premium Investors,4.922522701440776,-0.12097724252951607
USR007386,45,117879.81,2619.5513333333333,13089.06,45,14,4,4,0,42,19,8.89,93.33,42.22,161.48,11,1,17,15,7,5,0,5,0,12,20,0.8444444444444444,0.2444,0.0222,0.3778,0.1556,0.1111,0.0,0.1111,0.0,0.2667,1,Casual Small Spenders,-2.012625388623017,-0.11298325142817767
USR007387,58,174162.12,3002.795172413793,33043.12,56,18,6,8,0,57,15,13.79,98.28,25.86,238.58,17,3,21,16,3,2,2,6,2,23,22,0.8448275862068966,0.2931,0.0517,0.3621,0.0517,0.0345,0.0345,0.1034,0.0345,0.3966,0,Active Everyday Users,1.7711961951989197,1.5903906140828117
USR007388,49,163651.51,3339.826734693878,24006.79,49,18,5,2,1,47,17,4.08,95.92,34.69,224.18,12,1,12,19,7,2,2,2,1,15,26,0.8571428571428571,0.2449,0.0204,0.2449,0.1429,0.0408,0.0408,0.0408,0.0204,0.3061,0,Active Everyday Users,1.1717725300081672,0.46086460441452914
USR007389,54,145604.97,2696.3883333333333,20834.46,54,15,5,4,0,51,10,7.41,94.44,18.52,199.46,19,2,15,16,11,0,0,3,1,24,20,0.7962962962962963,0.3519,0.037,0.2778,0.2037,0.0,0.0,0.0556,0.0185,0.4444,0,Active Everyday Users,-0.8330479214797084,1.6108587375019479
USR007390,52,128269.82,2466.727307692308,20194.34,52,15,5,4,0,51,18,7.69,98.08,34.62,175.71,17,1,14,12,7,3,1,8,1,20,18,0.8461538461538461,0.3269,0.0192,0.2692,0.1346,0.0577,0.0192,0.1538,0.0192,0.3846,1,Casual Small Spenders,-1.0681113733895051,0.731842146350534
USR007391,42,220774.02,5256.524285714286,50000.0,42,16,3,3,0,40,11,7.14,95.24,26.19,302.43,12,1,16,12,4,4,2,3,0,17,8,0.8571428571428571,0.2857,0.0238,0.381,0.0952,0.0952,0.0476,0.0714,0.0,0.4048,3,Premium Investors,3.0135056780446368,-2.1380062393463213
USR007392,47,163171.67,3471.7376595744686,61359.89,46,17,5,2,0,43,15,4.26,91.49,31.91,223.52,12,1,9,17,5,5,1,5,4,14,20,0.8723404255319149,0.2553,0.0213,0.1915,0.1064,0.1064,0.0213,0.1064,0.0851,0.2979,0,Active Everyday Users,0.8190401479752032,0.24083370786091682
USR007393,52,126946.33,2441.275576923077,14296.79,49,17,5,4,0,48,23,7.69,92.31,44.23,173.9,11,5,13,18,5,3,0,3,1,20,19,0.7692307692307693,0.2115,0.0962,0.25,0.0962,0.0577,0.0,0.0577,0.0192,0.3846,0,Active Everyday Users,-0.7550506711526601,2.0013332461061375
USR007394,48,99883.17,2080.899375,10982.82,48,15,4,3,0,44,18,6.25,91.67,37.5,136.83,16,2,14,18,5,4,0,4,1,20,18,0.9375,0.3333,0.0417,0.2917,0.1042,0.0833,0.0,0.0833,0.0208,0.4167,1,Casual Small Spenders,-2.3235383285309985,-0.8571206130645735
USR007395,51,182645.62,3581.2866666666664,49193.06,51,16,3,2,0,50,11,3.92,98.04,21.57,250.2,23,1,14,16,8,2,0,5,1,13,21,0.9215686274509803,0.451,0.0196,0.2745,0.1569,0.0392,0.0,0.098,0.0196,0.2549,2,Loyal Digital Users,0.6229401321335785,-1.6263289242877668
USR007396,41,118182.68,2882.5043902439024,12504.57,40,15,4,2,0,41,15,4.88,100.0,36.59,161.89,10,2,11,15,3,2,0,4,1,13,17,0.8536585365853658,0.2439,0.0488,0.2683,0.0732,0.0488,0.0,0.0976,0.0244,0.3171,1,Casual Small Spenders,-1.5917249654660586,-0.4835779601891271
USR007397,40,154630.22,3865.7555,42358.97,39,16,3,0,0,39,12,0.0,97.5,30.0,211.82,11,2,6,14,5,0,0,4,4,12,13,0.9,0.275,0.05,0.15,0.125,0.0,0.0,0.1,0.1,0.3,2,Loyal Digital Users,-0.17405797097266926,-1.7750596749001584
USR007398,45,138191.15,3070.914444444444,23897.35,45,17,4,3,0,41,12,6.67,91.11,26.67,189.3,16,1,9,10,5,2,3,3,3,19,13,0.8888888888888888,0.3556,0.0222,0.2,0.1111,0.0444,0.0667,0.0667,0.0667,0.4222,2,Loyal Digital Users,0.3711230110244008,-0.9677805708109051
USR007399,47,172775.14,3676.066808510639,21086.18,47,17,5,2,0,45,17,4.26,95.74,36.17,236.68,17,3,14,12,4,4,2,5,3,10,25,0.6808510638297872,0.3617,0.0638,0.2979,0.0851,0.0851,0.0426,0.1064,0.0638,0.2128,0,Active Everyday Users,1.5476952504350883,2.1520364843510302
USR007400,43,111405.64,2590.8288372093025,22594.55,42,16,4,1,0,41,19,2.33,95.35,44.19,152.61,14,1,16,10,9,1,3,4,1,16,13,0.8604651162790697,0.3256,0.0233,0.3721,0.2093,0.0233,0.0698,0.093,0.0233,0.3721,1,Casual Small Spenders,-1.0933257348350316,-0.5652815206792537
USR007401,58,150941.43,2602.438448275862,18037.02,57,16,4,2,0,54,19,3.45,93.1,32.76,206.77,18,3,19,18,5,5,0,7,3,22,26,0.8103448275862069,0.3103,0.0517,0.3276,0.0862,0.0862,0.0,0.1207,0.0517,0.3793,0,Active Everyday Users,-0.13491318711618733,0.8734877707587714
USR007402,48,121404.26,2529.255416666667,35338.98,47,16,3,5,0,46,21,10.42,95.83,43.75,166.31,16,2,15,13,9,2,0,1,4,14,25,0.8958333333333334,0.3333,0.0417,0.3125,0.1875,0.0417,0.0,0.0208,0.0833,0.2917,2,Loyal Digital Users,-1.4656533881371812,-0.913326348135492
USR007403,56,125330.22,2238.039642857143,11325.95,56,16,5,1,0,56,22,1.79,100.0,39.29,171.69,17,2,13,15,5,4,0,5,7,19,26,0.8392857142857143,0.3036,0.0357,0.2321,0.0893,0.0714,0.0,0.0893,0.125,0.3393,0,Active Everyday Users,-0.839127010617138,1.3770750256295596
USR007404,46,131666.44,2862.3139130434784,32391.81,46,13,6,4,0,46,16,8.7,100.0,34.78,180.36,14,4,12,17,8,2,0,4,2,11,26,0.782608695652174,0.3043,0.087,0.2609,0.1739,0.0435,0.0,0.087,0.0435,0.2391,1,Casual Small Spenders,-1.5912791456376012,1.9416082743764467
USR007405,46,161751.3,3516.332608695652,22251.98,46,17,4,6,0,44,16,13.04,95.65,34.78,221.58,13,0,9,15,5,4,2,3,1,11,19,0.8913043478260869,0.2826,0.0,0.1957,0.1087,0.087,0.0435,0.0652,0.0217,0.2391,2,Loyal Digital Users,0.9651795626220522,-1.015417405589194
USR007406,63,143358.54,2275.532380952381,16620.75,61,16,5,5,0,62,17,7.94,98.41,26.98,196.38,28,4,20,12,10,6,2,3,3,17,32,0.8571428571428571,0.4444,0.0635,0.3175,0.1587,0.0952,0.0317,0.0476,0.0476,0.2698,0,Active Everyday Users,0.04097208823059171,1.207957820430313
USR007407,54,156798.61,2903.6779629629627,14709.6,54,17,3,9,0,52,20,16.67,96.3,37.04,214.79,12,3,12,14,9,3,2,7,3,15,23,0.8888888888888888,0.2222,0.0556,0.2222,0.1667,0.0556,0.037,0.1296,0.0556,0.2778,2,Loyal Digital Users,0.37796513049254543,-1.094497216639545
USR007408,51,157686.32,3091.8886274509805,25433.7,51,16,4,6,0,50,18,11.76,98.04,35.29,216.01,23,1,13,14,7,2,0,3,3,21,20,0.8823529411764706,0.451,0.0196,0.2549,0.1373,0.0392,0.0,0.0588,0.0588,0.4118,2,Loyal Digital Users,0.0059722033782616596,-0.29517557950026935
USR007409,41,145500.12,3548.783414634146,33484.35,40,17,4,1,0,38,8,2.44,92.68,19.51,199.32,12,1,14,16,4,3,3,5,2,13,16,0.8048780487804879,0.2927,0.0244,0.3415,0.0976,0.0732,0.0732,0.122,0.0488,0.3171,2,Loyal Digital Users,0.7613962376400832,-0.3808942994721733
USR007410,58,142373.80000000002,2454.720689655173,16637.56,58,17,6,4,0,57,15,6.9,98.28,25.86,195.03,25,0,15,22,7,2,2,8,2,24,21,0.7413793103448276,0.431,0.0,0.2586,0.1207,0.0345,0.0345,0.1379,0.0345,0.4138,0,Active Everyday Users,0.29270334872925935,2.922622018407146
USR007411,56,161268.68,2879.797857142857,25860.69,56,17,4,5,0,55,23,8.93,98.21,41.07,220.92,18,1,14,20,9,2,1,4,2,17,25,0.8571428571428571,0.3214,0.0179,0.25,0.1607,0.0357,0.0179,0.0714,0.0357,0.3036,0,Active Everyday Users,0.4842514111371276,0.20970149180920974
USR007412,48,135906.88,2831.393333333333,20269.6,48,14,5,2,0,47,13,4.17,97.92,27.08,186.17,17,1,14,13,8,2,0,3,4,10,16,0.7916666666666666,0.3542,0.0208,0.2917,0.1667,0.0417,0.0,0.0625,0.0833,0.2083,1,Casual Small Spenders,-1.180732997706186,1.360360423366343
USR007413,58,137322.36,2367.626896551724,12827.32,57,17,5,4,0,55,19,6.9,94.83,32.76,188.11,22,2,15,18,2,2,1,9,4,18,21,0.8275862068965517,0.3793,0.0345,0.2586,0.0345,0.0345,0.0172,0.1552,0.069,0.3103,0,Active Everyday Users,0.03915502996570754,1.327666196337639
USR007414,55,155376.48,2825.026909090909,27747.09,55,17,5,8,0,54,16,14.55,98.18,29.09,212.84,18,0,15,16,3,3,2,6,3,18,27,0.7636363636363637,0.3273,0.0,0.2727,0.0545,0.0545,0.0364,0.1091,0.0545,0.3273,0,Active Everyday Users,0.9066189180261657,1.6449749999516923
USR007415,45,129724.11,2882.758,19159.5,44,16,3,4,0,43,14,8.89,95.56,31.11,177.7,15,0,10,12,7,1,2,4,0,16,17,0.8888888888888888,0.3333,0.0,0.2222,0.1556,0.0222,0.0444,0.0889,0.0,0.3556,2,Loyal Digital Users,-0.7247630837198178,-1.615576855837117
USR007416,56,156184.09,2789.001607142857,46647.07,56,16,5,4,0,48,17,7.14,85.71,30.36,213.95,21,1,24,13,5,3,2,4,4,20,21,0.8214285714285714,0.375,0.0179,0.4286,0.0893,0.0536,0.0357,0.0714,0.0714,0.3571,0,Active Everyday Users,0.6599170766184376,1.1754662821848283
USR007417,47,138646.75,2949.93085106383,18614.45,47,18,5,3,0,46,18,6.38,97.87,38.3,189.93,18,2,15,14,9,3,4,1,3,20,19,0.8085106382978723,0.383,0.0426,0.3191,0.1915,0.0638,0.0851,0.0213,0.0638,0.4255,0,Active Everyday Users,0.8182010934044766,0.8716960022923664
USR007418,52,193702.65,3725.050961538461,39119.44,52,17,4,3,0,49,20,5.77,94.23,38.46,265.35,20,5,15,12,7,4,1,1,3,17,20,0.8461538461538461,0.3846,0.0962,0.2885,0.1346,0.0769,0.0192,0.0192,0.0577,0.3269,3,Premium Investors,1.7552038678303632,-0.000658014943362484
USR007419,63,195204.98,3098.491746031746,29971.42,63,17,5,1,0,61,20,1.59,96.83,31.75,267.4,24,0,10,15,12,4,3,4,1,26,22,0.8571428571428571,0.381,0.0,0.1587,0.1905,0.0635,0.0476,0.0635,0.0159,0.4127,3,Premium Investors,2.018151410857235,0.8910148194585382
USR007420,51,136035.7,2667.366666666667,26278.33,50,15,4,2,0,47,15,3.92,92.16,29.41,186.35,16,0,15,18,6,4,0,1,3,19,18,0.8627450980392157,0.3137,0.0,0.2941,0.1176,0.0784,0.0,0.0196,0.0588,0.3725,2,Loyal Digital Users,-0.8944110224756365,0.015483481696346888
USR007421,62,185614.15,2993.7766129032257,21081.05,61,18,4,0,0,61,18,0.0,98.39,29.03,254.27,21,1,8,16,15,1,1,6,5,23,23,0.8225806451612904,0.3387,0.0161,0.129,0.2419,0.0161,0.0161,0.0968,0.0806,0.371,0,Active Everyday Users,1.2874316863484263,1.0390463874190816
USR007422,46,123218.95,2678.6728260869563,25576.76,46,17,3,3,0,46,15,6.52,100.0,32.61,168.79,22,1,11,13,5,5,0,1,3,10,27,0.9130434782608695,0.4783,0.0217,0.2391,0.1087,0.1087,0.0,0.0217,0.0652,0.2174,2,Loyal Digital Users,-0.971899404687673,-1.314466921279108
USR007423,50,117720.81,2354.4162,19988.32,50,16,3,3,0,50,19,6.0,100.0,38.0,161.26,17,2,18,13,7,2,1,4,2,19,17,0.9,0.34,0.04,0.36,0.14,0.04,0.02,0.08,0.04,0.38,2,Loyal Digital Users,-1.3285086763640506,-1.1694337798883694
USR007424,55,117216.52,2131.2094545454547,20354.24,53,17,5,2,0,51,19,3.64,92.73,34.55,160.57,15,5,20,9,9,3,1,6,3,22,16,0.9090909090909091,0.2727,0.0909,0.3636,0.1636,0.0545,0.0182,0.1091,0.0545,0.4,0,Active Everyday Users,-1.0663440441303065,0.6202781643839892
USR007425,41,105726.09,2578.68512195122,29512.24,39,15,6,3,0,38,14,7.32,92.68,34.15,144.83,14,1,16,11,4,2,0,3,0,15,14,0.7317073170731707,0.3415,0.0244,0.3902,0.0976,0.0488,0.0,0.0732,0.0,0.3659,1,Casual Small Spenders,-1.8928726926076926,2.5010185525743034
USR007426,50,126721.14,2534.4228,8439.6,50,17,5,4,0,50,24,8.0,100.0,48.0,173.59,17,1,16,19,3,3,0,3,2,17,16,0.8,0.34,0.02,0.32,0.06,0.06,0.0,0.06,0.04,0.34,0,Active Everyday Users,-0.557056249552059,1.4759266169589342
USR007427,63,82084.75,1302.9325396825398,12868.79,61,16,5,2,0,61,21,3.17,96.83,33.33,112.44,16,2,19,23,10,1,0,3,1,25,25,0.8888888888888888,0.254,0.0317,0.3016,0.1587,0.0159,0.0,0.0476,0.0159,0.3968,1,Casual Small Spenders,-2.504624523585211,1.36392683372983
USR007428,44,176678.6,4015.422727272728,23613.74,44,17,6,4,0,41,16,9.09,93.18,36.36,242.03,16,2,13,13,5,2,3,3,5,14,17,0.8181818181818182,0.3636,0.0455,0.2955,0.1136,0.0455,0.0682,0.0682,0.1136,0.3182,3,Premium Investors,2.1173495768131447,1.0341589297246447
USR007429,51,245539.82,4814.506274509804,50000.0,50,17,5,0,0,50,14,0.0,98.04,27.45,336.36,11,3,19,24,3,2,2,5,2,17,21,0.9019607843137255,0.2157,0.0588,0.3725,0.0588,0.0392,0.0392,0.098,0.0392,0.3333,3,Premium Investors,4.001013168556357,-0.633708153401094
USR007430,43,96293.77,2239.39,23370.73,42,15,4,0,0,41,18,0.0,95.35,41.86,131.91,11,2,8,17,11,2,1,1,2,18,16,0.813953488372093,0.2558,0.0465,0.186,0.2558,0.0465,0.0233,0.0233,0.0465,0.4186,1,Casual Small Spenders,-2.5428232306899448,0.43421679654483025
USR007431,48,102260.67,2130.430625,10755.74,48,15,5,3,0,46,19,6.25,95.83,39.58,140.08,14,0,12,12,8,1,0,3,4,19,26,0.8958333333333334,0.2917,0.0,0.25,0.1667,0.0208,0.0,0.0625,0.0833,0.3958,1,Casual Small Spenders,-2.2156261747743806,0.4728045357735145
USR007432,48,122682.44,2555.8841666666667,11600.35,48,16,4,2,0,46,13,4.17,95.83,27.08,168.06,19,0,16,11,7,4,1,3,3,22,13,0.8958333333333334,0.3958,0.0,0.3333,0.1458,0.0833,0.0208,0.0625,0.0625,0.4583,2,Loyal Digital Users,-1.0242454558490637,-0.4919909694367244
USR007433,49,93650.41,1911.2328571428573,16247.45,49,15,4,3,0,48,21,6.12,97.96,42.86,128.29,16,1,12,17,6,2,1,4,0,18,20,0.9387755102040817,0.3265,0.0204,0.2449,0.1224,0.0408,0.0204,0.0816,0.0,0.3673,1,Casual Small Spenders,-2.3465288521278467,-0.9798810192190495
USR007434,48,101079.6,2105.8250000000003,11895.43,47,16,4,3,0,48,13,6.25,100.0,27.08,138.47,15,1,14,13,11,1,0,4,5,14,20,0.8541666666666666,0.3125,0.0208,0.2917,0.2292,0.0208,0.0,0.0833,0.1042,0.2917,1,Casual Small Spenders,-2.301919576569833,0.4291599969329438
USR007435,68,267588.39,3935.1233823529415,54535.06,66,17,5,5,0,68,21,7.35,100.0,30.88,366.56,23,6,15,14,13,0,1,6,5,28,22,0.8382352941176471,0.3382,0.0882,0.2206,0.1912,0.0,0.0147,0.0882,0.0735,0.4118,3,Premium Investors,3.9993854119926806,1.307512558429154
USR007436,45,124494.38,2766.541777777778,20241.11,44,12,4,3,0,45,15,6.67,100.0,33.33,170.54,16,3,9,14,10,3,0,3,2,17,17,0.8444444444444444,0.3556,0.0667,0.2,0.2222,0.0667,0.0,0.0667,0.0444,0.3778,1,Casual Small Spenders,-2.3690927972113016,-0.23668773973247242
USR007437,55,196766.71,3577.5765454545453,24579.95,55,18,5,2,0,53,19,3.64,96.36,34.55,269.54,26,2,9,14,5,1,2,8,2,15,27,0.7818181818181819,0.4727,0.0364,0.1636,0.0909,0.0182,0.0364,0.1455,0.0364,0.2727,3,Premium Investors,2.3460157694585355,1.3525904213954296
USR007438,55,152023.25,2764.059090909091,23459.66,53,17,4,3,0,52,16,5.45,94.55,29.09,208.25,13,3,15,16,8,1,2,4,3,17,24,0.8181818181818182,0.2364,0.0545,0.2727,0.1455,0.0182,0.0364,0.0727,0.0545,0.3091,0,Active Everyday Users,0.3877063889429953,0.5516580041490836
USR007439,49,156823.42,3200.4779591836736,21865.25,48,17,4,3,0,46,14,6.12,93.88,28.57,214.83,18,3,16,11,6,1,0,4,2,20,16,0.8979591836734694,0.3673,0.0612,0.3265,0.1224,0.0204,0.0,0.0816,0.0408,0.4082,2,Loyal Digital Users,0.11695334516037033,-0.47821799422157496
USR007440,48,114085.84,2376.7883333333334,12913.33,47,15,4,2,0,45,15,4.17,93.75,31.25,156.28,12,4,17,13,10,0,2,4,1,19,20,0.8541666666666666,0.25,0.0833,0.3542,0.2083,0.0,0.0417,0.0833,0.0208,0.3958,1,Casual Small Spenders,-1.6235587930688637,-0.1377221633065278
USR007441,44,113523.96,2580.09,21035.44,44,16,2,5,0,43,18,11.36,97.73,40.91,155.51,15,3,15,11,4,0,1,4,1,15,19,0.9545454545454546,0.3409,0.0682,0.3409,0.0909,0.0,0.0227,0.0909,0.0227,0.3409,2,Loyal Digital Users,-1.5044223622599138,-2.9056168369106894
USR007442,55,127212.24,2312.9498181818185,10133.5,54,18,6,6,0,50,14,10.91,90.91,25.45,174.26,21,1,18,12,5,1,1,3,4,12,23,0.8181818181818182,0.3818,0.0182,0.3273,0.0909,0.0182,0.0182,0.0545,0.0727,0.2182,0,Active Everyday Users,-0.06303162580575046,2.324439852207068
USR007443,54,120970.88,2240.2014814814816,25620.41,54,15,5,2,0,54,17,3.7,100.0,31.48,165.71,14,2,19,19,5,5,0,4,3,23,20,0.8148148148148148,0.2593,0.037,0.3519,0.0926,0.0926,0.0,0.0741,0.0556,0.4259,0,Active Everyday Users,-1.2961569492047427,1.4124468003832156
USR007444,45,106966.75,2377.038888888889,16602.1,44,17,5,2,0,41,19,4.44,91.11,42.22,146.53,17,2,10,16,7,2,0,3,1,20,17,0.8444444444444444,0.3778,0.0444,0.2222,0.1556,0.0444,0.0,0.0667,0.0222,0.4444,1,Casual Small Spenders,-1.6882474751450747,1.0050624012151725
USR007445,51,208901.19,4096.1017647058825,28867.23,50,18,5,6,0,50,21,11.76,98.04,41.18,286.17,16,2,14,12,7,2,1,1,4,20,16,0.7843137254901961,0.3137,0.0392,0.2745,0.1373,0.0392,0.0196,0.0196,0.0784,0.3922,3,Premium Investors,2.671363050848183,1.3357220151823754
USR007446,59,171184.31,2901.428983050848,30293.71,57,17,5,1,0,56,27,1.69,94.92,45.76,234.5,14,2,17,17,5,6,3,6,6,18,26,0.8305084745762712,0.2373,0.0339,0.2881,0.0847,0.1017,0.0508,0.1017,0.1017,0.3051,0,Active Everyday Users,1.6168818084665622,1.092495223067505
USR007447,57,166658.18,2923.827719298245,24145.56,57,17,4,3,0,56,20,5.26,98.25,35.09,228.3,17,6,18,15,6,7,3,4,1,20,24,0.8947368421052632,0.2982,0.1053,0.3158,0.1053,0.1228,0.0526,0.0702,0.0175,0.3509,2,Loyal Digital Users,1.2006698264187563,-0.5331463827916187
USR007448,51,108499.77,2127.446470588236,15638.42,51,17,4,1,0,50,12,1.96,98.04,23.53,148.63,15,0,18,16,7,4,0,7,2,20,14,0.8627450980392157,0.2941,0.0,0.3529,0.1373,0.0784,0.0,0.1373,0.0392,0.3922,1,Casual Small Spenders,-1.6479164361337972,0.28543722733918636
USR007449,49,208401.91,4253.100204081633,25842.15,49,15,4,5,0,48,15,10.2,97.96,30.61,285.48,10,0,14,18,10,2,2,5,5,17,19,0.8775510204081632,0.2041,0.0,0.2857,0.2041,0.0408,0.0408,0.102,0.102,0.3469,3,Premium Investors,1.9328195158681514,-0.9189068869961785
USR007450,46,159904.19,3476.178043478261,33816.74,45,17,3,2,0,44,20,4.35,95.65,43.48,219.05,15,4,11,15,3,2,2,3,1,16,23,0.8695652173913043,0.3261,0.087,0.2391,0.0652,0.0435,0.0435,0.0652,0.0217,0.3478,2,Loyal Digital Users,0.8707504128344647,-1.4886656927680093
USR007451,64,236507.88,3695.435625,39191.77,62,17,4,0,0,64,22,0.0,100.0,34.38,323.98,16,3,16,23,7,2,2,2,6,27,18,0.84375,0.25,0.0469,0.25,0.1094,0.0312,0.0312,0.0312,0.0938,0.4219,3,Premium Investors,3.4239659663395474,0.2975855550654025
USR007452,37,123881.04,3348.136216216216,16480.42,37,16,3,4,0,36,14,10.81,97.3,37.84,169.7,11,1,10,13,4,1,1,1,0,16,13,0.8918918918918919,0.2973,0.027,0.2703,0.1081,0.027,0.027,0.027,0.0,0.4324,2,Loyal Digital Users,-0.9021198886300761,-1.972278424171828
USR007453,42,139425.49,3319.654523809524,35340.05,41,16,4,3,0,41,8,7.14,97.62,19.05,190.99,14,1,15,9,4,0,2,5,6,16,13,0.8333333333333334,0.3333,0.0238,0.3571,0.0952,0.0,0.0476,0.119,0.1429,0.381,2,Loyal Digital Users,0.0840847058983117,-0.4308911644460126
USR007454,59,174017.39,2949.4472881355937,9942.92,58,18,4,3,0,58,17,5.08,98.31,28.81,238.38,22,0,17,14,5,2,2,4,4,25,15,0.7966101694915254,0.3729,0.0,0.2881,0.0847,0.0339,0.0339,0.0678,0.0678,0.4237,0,Active Everyday Users,1.6156306810418635,0.8722296978480416
USR007455,58,146670.82,2528.8072413793107,21607.03,58,17,6,3,0,57,17,5.17,98.28,29.31,200.92,17,1,21,21,14,1,2,3,1,26,20,0.8103448275862069,0.2931,0.0172,0.3621,0.2414,0.0172,0.0345,0.0517,0.0172,0.4483,0,Active Everyday Users,0.13734099177338704,2.356335882342782
USR007456,36,81858.95,2273.859722222222,14790.2,36,16,4,4,0,36,16,11.11,100.0,44.44,112.14,16,2,7,8,3,2,1,6,2,14,16,0.8888888888888888,0.4444,0.0556,0.1944,0.0833,0.0556,0.0278,0.1667,0.0556,0.3889,1,Casual Small Spenders,-2.475254953582029,-1.002677971970409
USR007457,54,178345.38999999998,3302.6924074074072,48039.47,54,16,4,2,0,53,12,3.7,98.15,22.22,244.31,13,2,19,17,7,3,2,4,4,13,21,0.8518518518518519,0.2407,0.037,0.3519,0.1296,0.0556,0.037,0.0741,0.0741,0.2407,3,Premium Investors,1.1858600866330107,-0.14001813940175623
USR007458,57,130568.89,2290.6822807017543,26780.97,56,17,4,5,0,57,24,8.77,100.0,42.11,178.86,23,2,16,15,10,1,0,5,3,18,21,0.8421052631578947,0.4035,0.0351,0.2807,0.1754,0.0175,0.0,0.0877,0.0526,0.3158,0,Active Everyday Users,-0.8199457841309985,0.7716493020888837
USR007459,66,200187.99,3033.151363636364,27586.52,66,17,5,3,0,63,21,4.55,95.45,31.82,274.23,31,0,20,14,9,0,3,4,4,21,31,0.8181818181818182,0.4697,0.0,0.303,0.1364,0.0,0.0455,0.0606,0.0606,0.3182,3,Premium Investors,2.4261259847976513,1.4868467392118807
USR007460,41,143495.8,3499.8975609756094,23782.12,41,18,5,4,0,40,18,9.76,97.56,43.9,196.57,13,0,16,11,5,3,1,3,2,22,13,0.7073170731707317,0.3171,0.0,0.3902,0.122,0.0732,0.0244,0.0732,0.0488,0.5366,0,Active Everyday Users,0.4716963410876424,1.9425824591325118
USR007461,48,177929.28,3706.86,34278.34,48,17,4,3,0,46,19,6.25,95.83,39.58,243.74,13,0,15,16,7,3,3,5,2,19,17,0.8958333333333334,0.2708,0.0,0.3125,0.1458,0.0625,0.0625,0.1042,0.0417,0.3958,3,Premium Investors,1.655852241438848,-1.1039654712131355
USR007462,47,87494.67,1861.5887234042552,6827.29,46,16,3,4,0,46,13,8.51,97.87,27.66,119.86,14,2,12,16,8,4,0,7,3,15,19,0.9361702127659575,0.2979,0.0426,0.2553,0.1702,0.0851,0.0,0.1489,0.0638,0.3191,1,Casual Small Spenders,-2.8701156658910483,-1.3630318953230995
USR007463,47,185214.8,3940.7404255319143,31763.13,47,17,3,5,0,47,15,10.64,100.0,31.91,253.72,14,1,8,19,3,5,4,1,2,18,13,0.8085106382978723,0.2979,0.0213,0.1702,0.0638,0.1064,0.0851,0.0213,0.0426,0.383,3,Premium Investors,2.452891263509786,-1.2532567389116849
USR007464,54,131134.63999999998,2428.419259259259,13189.78,53,16,6,6,0,53,22,11.11,98.15,40.74,179.64,23,1,9,16,9,1,0,6,4,15,22,0.8703703703703703,0.4259,0.0185,0.1667,0.1667,0.0185,0.0,0.1111,0.0741,0.2778,0,Active Everyday Users,-0.8674377212554848,1.6276883817459442
USR007465,48,188879.74,3934.994583333333,21462.46,48,16,4,5,0,43,14,10.42,89.58,29.17,258.74,16,2,11,10,7,4,4,0,4,24,14,0.8541666666666666,0.3333,0.0417,0.2292,0.1458,0.0833,0.0833,0.0,0.0833,0.5,3,Premium Investors,2.2195242300313787,-0.8358763701261867
USR007466,45,109330.8,2429.5733333333333,31518.75,45,14,4,2,0,43,15,4.44,95.56,33.33,149.77,14,3,11,14,8,1,1,6,0,10,25,0.8888888888888888,0.3111,0.0667,0.2444,0.1778,0.0222,0.0222,0.1333,0.0,0.2222,1,Casual Small Spenders,-2.2550486117931894,-0.725435881556141
USR007467,40,132336.0,3308.4,21152.59,39,14,5,1,0,39,21,2.5,97.5,52.5,181.28,9,1,9,9,9,1,0,7,4,12,13,0.875,0.225,0.025,0.225,0.225,0.025,0.0,0.175,0.1,0.3,1,Casual Small Spenders,-1.56034808126077,0.059994162631198465
